"epiweek";"epiyear";"fx_etaria";"Median";"LS";"LI";"LSb";"LIb";"media.movel";"casos.notificados";"DS_UF_SIGLA";"tendencia_3_semanas";"tendencia_6_semanas";"SG_UF_NOT";"CO_MUN_NOT"
19;2024;"0-12";NA;NA;NA;NA;NA;220;214;"SP";1;1;35;355030
20;2024;"0-12";NA;NA;NA;NA;NA;208;200;"SP";1;1;35;355030
21;2024;"0-12";NA;NA;NA;NA;NA;199;209;"SP";1;1;35;355030
22;2024;"0-12";NA;NA;NA;NA;NA;213;188;"SP";1;1;35;355030
23;2024;"0-12";NA;NA;NA;NA;NA;241;243;"SP";1;1;35;355030
24;2024;"0-12";NA;NA;NA;NA;NA;265;291;"SP";1;1;35;355030
25;2024;"0-12";NA;NA;NA;NA;NA;249;261;"SP";1;1;35;355030
26;2024;"0-12";NA;NA;NA;NA;NA;213;195;"SP";1;1;35;355030
27;2024;"0-12";NA;NA;NA;NA;NA;171;184;"SP";1;1;35;355030
28;2024;"0-12";NA;NA;NA;NA;NA;154;133;"SP";1;1;35;355030
29;2024;"0-12";NA;NA;NA;NA;NA;132;144;"SP";1;1;35;355030
30;2024;"0-12";NA;NA;NA;NA;NA;132;118;"SP";1;1;35;355030
31;2024;"0-12";NA;NA;NA;NA;NA;159;134;"SP";1;1;35;355030
32;2024;"0-12";NA;NA;NA;NA;NA;189;226;"SP";1;1;35;355030
33;2024;"0-12";NA;NA;NA;NA;NA;210;206;"SP";1;1;35;355030
34;2024;"0-12";NA;NA;NA;NA;NA;179;198;"SP";1;1;35;355030
35;2024;"0-12";NA;NA;NA;NA;NA;157;134;"SP";1;1;35;355030
36;2024;"0-12";NA;NA;NA;NA;NA;138;138;"SP";1;1;35;355030
37;2024;"0-12";NA;NA;NA;NA;NA;131;141;"SP";1;1;35;355030
38;2024;"0-12";NA;NA;NA;NA;NA;130;115;"SP";1;1;35;355030
39;2024;"0-12";NA;NA;NA;NA;NA;125;134;"SP";1;1;35;355030
40;2024;"0-12";NA;NA;NA;NA;NA;126;126;"SP";1;1;35;355030
41;2024;"0-12";NA;NA;NA;NA;NA;124;117;"SP";1;1;35;355030
42;2024;"0-12";NA;NA;NA;NA;NA;123;129;"SP";1;1;35;355030
43;2024;"0-12";NA;NA;NA;NA;NA;134;123;"SP";1;1;35;355030
44;2024;"0-12";NA;NA;NA;NA;NA;150;151;"SP";1;1;35;355030
45;2024;"0-12";NA;NA;NA;NA;NA;168;175;"SP";1;1;35;355030
46;2024;"0-12";NA;NA;NA;NA;NA;158;177;"SP";1;1;35;355030
47;2024;"0-12";NA;NA;NA;NA;NA;160;122;"SP";1;1;35;355030
48;2024;"0-12";NA;NA;NA;NA;NA;139;180;"SP";1;1;35;355030
49;2024;"0-12";NA;NA;NA;NA;NA;147;114;"SP";1;1;35;355030
50;2024;"0-12";NA;NA;NA;NA;NA;120;146;"SP";1;1;35;355030
51;2024;"0-12";NA;NA;NA;NA;NA;106;99;"SP";1;1;35;355030
52;2024;"0-12";NA;NA;NA;NA;NA;82;72;"SP";1;1;35;355030
1;2025;"0-12";NA;NA;NA;NA;NA;65;76;"SP";1;1;35;355030
2;2025;"0-12";NA;NA;NA;NA;NA;58;47;"SP";1;1;35;355030
3;2025;"0-12";NA;NA;NA;NA;NA;56;51;"SP";1;1;35;355030
4;2025;"0-12";NA;NA;NA;NA;NA;53;69;"SP";1;1;35;355030
5;2025;"0-12";NA;NA;NA;NA;NA;60;38;"SP";1;1;35;355030
6;2025;"0-12";NA;NA;NA;NA;NA;72;72;"SP";1;1;35;355030
7;2025;"0-12";NA;NA;NA;NA;NA;95;107;"SP";1;1;35;355030
8;2025;"0-12";NA;NA;NA;NA;NA;112;105;"SP";1;1;35;355030
9;2025;"0-12";NA;NA;NA;NA;NA;125;125;"SP";1;1;35;355030
10;2025;"0-12";NA;NA;NA;NA;NA;128;144;"SP";1;1;35;355030
11;2025;"0-12";NA;NA;NA;NA;NA;151;114;"SP";1;1;35;355030
12;2025;"0-12";NA;NA;NA;NA;NA;178;196;"SP";1;1;35;355030
13;2025;"0-12";NA;NA;NA;NA;NA;206;225;"SP";1;1;35;355030
14;2025;"0-12";NA;NA;NA;NA;NA;225;197;"SP";1;1;35;355030
15;2025;"0-12";NA;NA;NA;NA;NA;239;254;"SP";1;1;35;355030
16;2025;"0-12";NA;NA;NA;NA;NA;254;266;"SP";1;1;35;355030
17;2025;"0-12";NA;NA;NA;NA;NA;249;241;"SP";1;1;35;355030
18;2025;"0-12";NA;NA;NA;NA;NA;235;240;"SP";1;1;35;355030
19;2025;"0-12";NA;NA;NA;NA;NA;233;223;"SP";1;1;35;355030
20;2025;"0-12";NA;NA;NA;NA;NA;228;235;"SP";1;1;35;355030
21;2025;"0-12";NA;NA;NA;NA;NA;227;225;"SP";1;1;35;355030
22;2025;"0-12";NA;NA;NA;NA;NA;209;220;"SP";1;1;35;355030
23;2025;"0-12";NA;NA;NA;NA;NA;192;182;"SP";1;1;35;355030
24;2025;"0-12";NA;NA;NA;NA;NA;185;174;"SP";1;1;35;355030
25;2025;"0-12";NA;NA;NA;NA;NA;186;199;"SP";1;1;35;355030
26;2025;"0-12";NA;NA;NA;NA;NA;183;186;"SP";1;1;35;355030
27;2025;"0-12";NA;NA;NA;NA;NA;169;164;"SP";1;1;35;355030
28;2025;"0-12";NA;NA;NA;NA;NA;144;157;"SP";1;1;35;355030
29;2025;"0-12";NA;NA;NA;NA;NA;124;110;"SP";1;1;35;355030
30;2025;"0-12";NA;NA;NA;NA;NA;117;105;"SP";1;1;35;355030
31;2025;"0-12";NA;NA;NA;NA;NA;130;136;"SP";1;1;35;355030
32;2025;"0-12";NA;NA;NA;NA;NA;149;149;"SP";1;1;35;355030
33;2025;"0-12";NA;NA;NA;NA;NA;158;163;"SP";1;1;35;355030
34;2025;"0-12";NA;NA;NA;NA;NA;155;163;"SP";1;1;35;355030
35;2025;"0-12";NA;NA;NA;NA;NA;152;140;"SP";1;1;35;355030
36;2025;"0-12";NA;NA;NA;NA;NA;152;154;"SP";1;1;35;355030
37;2025;"0-12";NA;NA;NA;NA;NA;173;163;"SP";1;1;35;355030
38;2025;"0-12";NA;NA;NA;NA;NA;180;202;"SP";1;1;35;355030
39;2025;"0-12";NA;NA;NA;NA;NA;189;174;"SP";1;1;35;355030
40;2025;"0-12";NA;NA;NA;NA;NA;189;192;"SP";1;1;35;355030
41;2025;"0-12";NA;NA;NA;NA;NA;195;202;"SP";1;1;35;355030
42;2025;"0-12";NA;NA;NA;NA;NA;189;190;"SP";1;1;35;355030
43;2025;"0-12";NA;NA;NA;NA;NA;180;175;"SP";1;1;35;355030
44;2025;"0-12";NA;NA;NA;NA;NA;168;174;"SP";1;1;35;355030
45;2025;"0-12";NA;NA;NA;NA;NA;168;154;"SP";1;1;35;355030
46;2025;"0-12";NA;NA;NA;NA;NA;162;177;"SP";1;1;35;355030
47;2025;"0-12";NA;NA;NA;NA;NA;147;154;"SP";1;1;35;355030
48;2025;"0-12";NA;NA;NA;NA;NA;129;110;"SP";1;1;35;355030
49;2025;"0-12";124;126;124;124;124;108;124;"SP";1;1;35;355030
50;2025;"0-12";91;94;91;92;91;89;91;"SP";1;1;35;355030
51;2025;"0-12";53;56;53;54;53;62;53;"SP";1;1;35;355030
52;2025;"0-12";41;43;40;41;40;45;40;"SP";1;1;35;355030
53;2025;"0-12";40;43;39;40;39;38;39;"SP";1;1;35;355030
1;2026;"0-12";33;35;32;34;32;36;32;"SP";1;1;35;355030
2;2026;"0-12";35;38;34;36;34;34;34;"SP";1;1;35;355030
3;2026;"0-12";33;36;32;34;33;32;32;"SP";1;1;35;355030
4;2026;"0-12";28;32;26;29;27;38;26;"SP";1;1;35;355030
5;2026;"0-12";54;59;51;56;53;57;53;"SP";1;1;35;355030
6;2026;"0-12";90;96,025;85;92;88;74;84;"SP";1;1;35;355030
7;2026;"0-12";79;89;72;82;76;83;69;"SP";1;1;35;355030
8;2026;"0-12";81;99;71;86;77;95;73;"SP";1;1;35;355030
9;2026;"0-12";126;161;107;137;119;111;109;"SP";1;1;35;355030
10;2026;"0-12";126;253,025;75;158;103;NA;98;"SP";1;1;35;355030
1;2022;"0-12";NA;NA;NA;NA;NA;NA;2;"TO";1;0,5;17;172100
2;2022;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
6;2022;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
7;2022;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
9;2022;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
10;2022;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
11;2022;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
12;2022;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
13;2022;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
15;2022;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
17;2022;"0-12";NA;NA;NA;NA;NA;4;3;"TO";1;0,5;17;172100
18;2022;"0-12";NA;NA;NA;NA;NA;5;7;"TO";1;0,5;17;172100
19;2022;"0-12";NA;NA;NA;NA;NA;5;6;"TO";1;0,5;17;172100
20;2022;"0-12";NA;NA;NA;NA;NA;3;1;"TO";1;0,5;17;172100
21;2022;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
23;2022;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
24;2022;"0-12";NA;NA;NA;NA;NA;3;5;"TO";1;0,5;17;172100
26;2022;"0-12";NA;NA;NA;NA;NA;4;4;"TO";1;0,5;17;172100
27;2022;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
28;2022;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
29;2022;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
32;2022;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
34;2022;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
35;2022;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
40;2022;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
44;2022;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
48;2022;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
51;2022;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
4;2023;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
5;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
8;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
9;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
10;2023;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
12;2023;"0-12";NA;NA;NA;NA;NA;3;4;"TO";1;0,5;17;172100
13;2023;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
15;2023;"0-12";NA;NA;NA;NA;NA;3;1;"TO";1;0,5;17;172100
16;2023;"0-12";NA;NA;NA;NA;NA;3;4;"TO";1;0,5;17;172100
18;2023;"0-12";NA;NA;NA;NA;NA;4;4;"TO";1;0,5;17;172100
19;2023;"0-12";NA;NA;NA;NA;NA;5;3;"TO";1;0,5;17;172100
21;2023;"0-12";NA;NA;NA;NA;NA;4;7;"TO";1;0,5;17;172100
22;2023;"0-12";NA;NA;NA;NA;NA;4;2;"TO";1;0,5;17;172100
23;2023;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
24;2023;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
25;2023;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
29;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
33;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
34;2023;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
35;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
37;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
43;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
45;2023;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
47;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
49;2023;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
1;2024;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
2;2024;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
3;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
5;2024;"0-12";NA;NA;NA;NA;NA;2;4;"TO";1;0,5;17;172100
6;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
7;2024;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
8;2024;"0-12";NA;NA;NA;NA;NA;3;2;"TO";1;0,5;17;172100
9;2024;"0-12";NA;NA;NA;NA;NA;4;5;"TO";1;0,5;17;172100
10;2024;"0-12";NA;NA;NA;NA;NA;7;5;"TO";1;0,5;17;172100
11;2024;"0-12";NA;NA;NA;NA;NA;6;10;"TO";1;0,5;17;172100
12;2024;"0-12";NA;NA;NA;NA;NA;7;2;"TO";1;0,5;17;172100
13;2024;"0-12";NA;NA;NA;NA;NA;6;9;"TO";1;0,5;17;172100
14;2024;"0-12";NA;NA;NA;NA;NA;8;8;"TO";1;0,5;17;172100
15;2024;"0-12";NA;NA;NA;NA;NA;9;7;"TO";1;0,5;17;172100
16;2024;"0-12";NA;NA;NA;NA;NA;10;11;"TO";1;0,5;17;172100
17;2024;"0-12";NA;NA;NA;NA;NA;8;11;"TO";1;0,5;17;172100
18;2024;"0-12";NA;NA;NA;NA;NA;5;2;"TO";1;0,5;17;172100
19;2024;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
20;2024;"0-12";NA;NA;NA;NA;NA;4;3;"TO";1;0,5;17;172100
21;2024;"0-12";NA;NA;NA;NA;NA;5;6;"TO";1;0,5;17;172100
22;2024;"0-12";NA;NA;NA;NA;NA;5;5;"TO";1;0,5;17;172100
23;2024;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
24;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
25;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
26;2024;"0-12";NA;NA;NA;NA;NA;3;4;"TO";1;0,5;17;172100
27;2024;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
28;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
29;2024;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
30;2024;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
31;2024;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
32;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
33;2024;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
35;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
36;2024;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
37;2024;"0-12";NA;NA;NA;NA;NA;3;1;"TO";1;0,5;17;172100
39;2024;"0-12";NA;NA;NA;NA;NA;3;4;"TO";1;0,5;17;172100
40;2024;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
41;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
42;2024;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
43;2024;"0-12";NA;NA;NA;NA;NA;4;3;"TO";1;0,5;17;172100
44;2024;"0-12";NA;NA;NA;NA;NA;3;5;"TO";1;0,5;17;172100
45;2024;"0-12";NA;NA;NA;NA;NA;3;2;"TO";1;0,5;17;172100
47;2024;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
48;2024;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
50;2024;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
51;2024;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
1;2025;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
2;2025;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
3;2025;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
4;2025;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
5;2025;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
6;2025;"0-12";NA;NA;NA;NA;NA;3;1;"TO";1;0,5;17;172100
7;2025;"0-12";NA;NA;NA;NA;NA;5;7;"TO";1;0,5;17;172100
8;2025;"0-12";NA;NA;NA;NA;NA;6;8;"TO";1;0,5;17;172100
10;2025;"0-12";NA;NA;NA;NA;NA;5;4;"TO";1;0,5;17;172100
11;2025;"0-12";NA;NA;NA;NA;NA;4;4;"TO";1;0,5;17;172100
12;2025;"0-12";NA;NA;NA;NA;NA;4;5;"TO";1;0,5;17;172100
13;2025;"0-12";NA;NA;NA;NA;NA;3;4;"TO";1;0,5;17;172100
14;2025;"0-12";NA;NA;NA;NA;NA;3;1;"TO";1;0,5;17;172100
15;2025;"0-12";NA;NA;NA;NA;NA;3;3;"TO";1;0,5;17;172100
16;2025;"0-12";NA;NA;NA;NA;NA;3;4;"TO";1;0,5;17;172100
17;2025;"0-12";NA;NA;NA;NA;NA;5;1;"TO";1;0,5;17;172100
18;2025;"0-12";NA;NA;NA;NA;NA;5;10;"TO";1;0,5;17;172100
19;2025;"0-12";NA;NA;NA;NA;NA;6;5;"TO";1;0,5;17;172100
20;2025;"0-12";NA;NA;NA;NA;NA;4;4;"TO";1;0,5;17;172100
21;2025;"0-12";NA;NA;NA;NA;NA;4;4;"TO";1;0,5;17;172100
22;2025;"0-12";NA;NA;NA;NA;NA;3;4;"TO";1;0,5;17;172100
23;2025;"0-12";NA;NA;NA;NA;NA;3;2;"TO";1;0,5;17;172100
24;2025;"0-12";NA;NA;NA;NA;NA;2;2;"TO";1;0,5;17;172100
25;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
26;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
27;2025;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
29;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
34;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
35;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
36;2025;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
37;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
38;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
39;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
40;2025;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
41;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
42;2025;"0-12";NA;NA;NA;NA;NA;1;1;"TO";1;0,5;17;172100
43;2025;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
45;2025;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
46;2025;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
47;2025;"0-12";NA;NA;NA;NA;NA;1;2;"TO";1;0,5;17;172100
48;2025;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
49;2025;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
50;2025;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
51;2025;"0-12";NA;NA;NA;NA;NA;2;1;"TO";1;0,5;17;172100
53;2025;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
1;2026;"0-12";NA;NA;NA;NA;NA;2;3;"TO";1;0,5;17;172100
3;2026;"0-12";0;1;0;0;0;1;NA;"TO";1;0,5;17;172100
4;2026;"0-12";1;2,02499999999998;1;1;1;1;1;"TO";1;0,5;17;172100
5;2026;"0-12";1;3;1;1;1;1;1;"TO";1;0,5;17;172100
6;2026;"0-12";2;5;2;2;2;2;2;"TO";1;0,5;17;172100
7;2026;"0-12";3;6,02499999999998;3;3;3;2;3;"TO";1;0,5;17;172100
8;2026;"0-12";0;4;0;1;0;2;NA;"TO";1;0,5;17;172100
9;2026;"0-12";3;10,025;2;4;2;NA;4;"TO";1;0,5;17;172100
1;2022;"> 12";NA;NA;NA;NA;NA;NA;35;"AC";0;0,5;12;120040
2;2022;"> 12";NA;NA;NA;NA;NA;37;37;"AC";0;0,5;12;120040
3;2022;"> 12";NA;NA;NA;NA;NA;37;39;"AC";0;0,5;12;120040
4;2022;"> 12";NA;NA;NA;NA;NA;38;36;"AC";0;0,5;12;120040
5;2022;"> 12";NA;NA;NA;NA;NA;31;39;"AC";0;0,5;12;120040
6;2022;"> 12";NA;NA;NA;NA;NA;25;18;"AC";0;0,5;12;120040
7;2022;"> 12";NA;NA;NA;NA;NA;14;19;"AC";0;0,5;12;120040
8;2022;"> 12";NA;NA;NA;NA;NA;9;5;"AC";0;0,5;12;120040
9;2022;"> 12";NA;NA;NA;NA;NA;5;3;"AC";0;0,5;12;120040
10;2022;"> 12";NA;NA;NA;NA;NA;7;8;"AC";0;0,5;12;120040
11;2022;"> 12";NA;NA;NA;NA;NA;8;9;"AC";0;0,5;12;120040
12;2022;"> 12";NA;NA;NA;NA;NA;6;6;"AC";0;0,5;12;120040
13;2022;"> 12";NA;NA;NA;NA;NA;6;4;"AC";0;0,5;12;120040
14;2022;"> 12";NA;NA;NA;NA;NA;7;9;"AC";0;0,5;12;120040
15;2022;"> 12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
16;2022;"> 12";NA;NA;NA;NA;NA;8;9;"AC";0;0,5;12;120040
17;2022;"> 12";NA;NA;NA;NA;NA;12;8;"AC";0;0,5;12;120040
18;2022;"> 12";NA;NA;NA;NA;NA;11;18;"AC";0;0,5;12;120040
19;2022;"> 12";NA;NA;NA;NA;NA;13;8;"AC";0;0,5;12;120040
20;2022;"> 12";NA;NA;NA;NA;NA;10;12;"AC";0;0,5;12;120040
21;2022;"> 12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
22;2022;"> 12";NA;NA;NA;NA;NA;12;8;"AC";0;0,5;12;120040
23;2022;"> 12";NA;NA;NA;NA;NA;13;20;"AC";0;0,5;12;120040
24;2022;"> 12";NA;NA;NA;NA;NA;15;10;"AC";0;0,5;12;120040
25;2022;"> 12";NA;NA;NA;NA;NA;13;15;"AC";0;0,5;12;120040
26;2022;"> 12";NA;NA;NA;NA;NA;12;13;"AC";0;0,5;12;120040
27;2022;"> 12";NA;NA;NA;NA;NA;13;9;"AC";0;0,5;12;120040
28;2022;"> 12";NA;NA;NA;NA;NA;12;18;"AC";0;0,5;12;120040
29;2022;"> 12";NA;NA;NA;NA;NA;10;10;"AC";0;0,5;12;120040
30;2022;"> 12";NA;NA;NA;NA;NA;10;3;"AC";0;0,5;12;120040
31;2022;"> 12";NA;NA;NA;NA;NA;9;16;"AC";0;0,5;12;120040
32;2022;"> 12";NA;NA;NA;NA;NA;11;7;"AC";0;0,5;12;120040
33;2022;"> 12";NA;NA;NA;NA;NA;10;10;"AC";0;0,5;12;120040
34;2022;"> 12";NA;NA;NA;NA;NA;9;12;"AC";0;0,5;12;120040
35;2022;"> 12";NA;NA;NA;NA;NA;11;5;"AC";0;0,5;12;120040
36;2022;"> 12";NA;NA;NA;NA;NA;10;15;"AC";0;0,5;12;120040
37;2022;"> 12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
38;2022;"> 12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
39;2022;"> 12";NA;NA;NA;NA;NA;7;7;"AC";0;0,5;12;120040
40;2022;"> 12";NA;NA;NA;NA;NA;9;8;"AC";0;0,5;12;120040
41;2022;"> 12";NA;NA;NA;NA;NA;9;12;"AC";0;0,5;12;120040
42;2022;"> 12";NA;NA;NA;NA;NA;8;6;"AC";0;0,5;12;120040
43;2022;"> 12";NA;NA;NA;NA;NA;7;6;"AC";0;0,5;12;120040
44;2022;"> 12";NA;NA;NA;NA;NA;8;8;"AC";0;0,5;12;120040
45;2022;"> 12";NA;NA;NA;NA;NA;9;9;"AC";0;0,5;12;120040
46;2022;"> 12";NA;NA;NA;NA;NA;9;10;"AC";0;0,5;12;120040
47;2022;"> 12";NA;NA;NA;NA;NA;9;9;"AC";0;0,5;12;120040
48;2022;"> 12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
49;2022;"> 12";NA;NA;NA;NA;NA;10;12;"AC";0;0,5;12;120040
50;2022;"> 12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
51;2022;"> 12";NA;NA;NA;NA;NA;10;10;"AC";0;0,5;12;120040
52;2022;"> 12";NA;NA;NA;NA;NA;10;11;"AC";0;0,5;12;120040
1;2023;"> 12";NA;NA;NA;NA;NA;11;9;"AC";0;0,5;12;120040
2;2023;"> 12";NA;NA;NA;NA;NA;12;13;"AC";0;0,5;12;120040
3;2023;"> 12";NA;NA;NA;NA;NA;14;14;"AC";0;0,5;12;120040
4;2023;"> 12";NA;NA;NA;NA;NA;13;15;"AC";0;0,5;12;120040
5;2023;"> 12";NA;NA;NA;NA;NA;12;9;"AC";0;0,5;12;120040
6;2023;"> 12";NA;NA;NA;NA;NA;9;11;"AC";0;0,5;12;120040
7;2023;"> 12";NA;NA;NA;NA;NA;10;7;"AC";0;0,5;12;120040
8;2023;"> 12";NA;NA;NA;NA;NA;9;11;"AC";0;0,5;12;120040
9;2023;"> 12";NA;NA;NA;NA;NA;9;8;"AC";0;0,5;12;120040
10;2023;"> 12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
11;2023;"> 12";NA;NA;NA;NA;NA;10;9;"AC";0;0,5;12;120040
12;2023;"> 12";NA;NA;NA;NA;NA;9;13;"AC";0;0,5;12;120040
13;2023;"> 12";NA;NA;NA;NA;NA;9;6;"AC";0;0,5;12;120040
14;2023;"> 12";NA;NA;NA;NA;NA;8;7;"AC";0;0,5;12;120040
15;2023;"> 12";NA;NA;NA;NA;NA;8;11;"AC";0;0,5;12;120040
16;2023;"> 12";NA;NA;NA;NA;NA;6;5;"AC";0;0,5;12;120040
17;2023;"> 12";NA;NA;NA;NA;NA;4;3;"AC";0;0,5;12;120040
18;2023;"> 12";NA;NA;NA;NA;NA;3;3;"AC";0;0,5;12;120040
19;2023;"> 12";NA;NA;NA;NA;NA;5;4;"AC";0;0,5;12;120040
20;2023;"> 12";NA;NA;NA;NA;NA;7;8;"AC";0;0,5;12;120040
