"epiweek";"epiyear";"fx_etaria";"Median";"LS";"LI";"LSb";"LIb";"media.movel";"casos.notificados";"DS_UF_SIGLA";"tendencia_3_semanas";"tendencia_6_semanas";"SG_UF_NOT"
43;2023;"0-12";NA;NA;NA;NA;NA;98;90;"MG";0,5;1;31
44;2023;"0-12";NA;NA;NA;NA;NA;102;105;"MG";0,5;1;31
45;2023;"0-12";NA;NA;NA;NA;NA;107;111;"MG";0,5;1;31
46;2023;"0-12";NA;NA;NA;NA;NA;98;105;"MG";0,5;1;31
47;2023;"0-12";NA;NA;NA;NA;NA;90;78;"MG";0,5;1;31
48;2023;"0-12";NA;NA;NA;NA;NA;80;86;"MG";0,5;1;31
49;2023;"0-12";NA;NA;NA;NA;NA;80;77;"MG";0,5;1;31
50;2023;"0-12";NA;NA;NA;NA;NA;79;78;"MG";0,5;1;31
51;2023;"0-12";NA;NA;NA;NA;NA;68;83;"MG";0,5;1;31
52;2023;"0-12";NA;NA;NA;NA;NA;58;43;"MG";0,5;1;31
1;2024;"0-12";NA;NA;NA;NA;NA;43;47;"MG";0,5;1;31
2;2024;"0-12";NA;NA;NA;NA;NA;44;39;"MG";0,5;1;31
3;2024;"0-12";NA;NA;NA;NA;NA;40;46;"MG";0,5;1;31
4;2024;"0-12";NA;NA;NA;NA;NA;41;36;"MG";0,5;1;31
5;2024;"0-12";NA;NA;NA;NA;NA;44;40;"MG";0,5;1;31
6;2024;"0-12";NA;NA;NA;NA;NA;58;55;"MG";0,5;1;31
7;2024;"0-12";NA;NA;NA;NA;NA;83;79;"MG";0,5;1;31
8;2024;"0-12";NA;NA;NA;NA;NA;124;115;"MG";0,5;1;31
9;2024;"0-12";NA;NA;NA;NA;NA;163;177;"MG";0,5;1;31
10;2024;"0-12";NA;NA;NA;NA;NA;192;197;"MG";0,5;1;31
11;2024;"0-12";NA;NA;NA;NA;NA;204;201;"MG";0,5;1;31
12;2024;"0-12";NA;NA;NA;NA;NA;233;214;"MG";0,5;1;31
13;2024;"0-12";NA;NA;NA;NA;NA;285;285;"MG";0,5;1;31
14;2024;"0-12";NA;NA;NA;NA;NA;329;355;"MG";0,5;1;31
15;2024;"0-12";NA;NA;NA;NA;NA;362;346;"MG";0,5;1;31
16;2024;"0-12";NA;NA;NA;NA;NA;356;384;"MG";0,5;1;31
17;2024;"0-12";NA;NA;NA;NA;NA;358;339;"MG";0,5;1;31
18;2024;"0-12";NA;NA;NA;NA;NA;344;350;"MG";0,5;1;31
19;2024;"0-12";NA;NA;NA;NA;NA;352;344;"MG";0,5;1;31
20;2024;"0-12";NA;NA;NA;NA;NA;346;361;"MG";0,5;1;31
21;2024;"0-12";NA;NA;NA;NA;NA;322;334;"MG";0,5;1;31
22;2024;"0-12";NA;NA;NA;NA;NA;285;272;"MG";0,5;1;31
23;2024;"0-12";NA;NA;NA;NA;NA;256;250;"MG";0,5;1;31
24;2024;"0-12";NA;NA;NA;NA;NA;247;245;"MG";0,5;1;31
25;2024;"0-12";NA;NA;NA;NA;NA;234;246;"MG";0,5;1;31
26;2024;"0-12";NA;NA;NA;NA;NA;222;210;"MG";0,5;1;31
27;2024;"0-12";NA;NA;NA;NA;NA;201;211;"MG";0,5;1;31
28;2024;"0-12";NA;NA;NA;NA;NA;185;183;"MG";0,5;1;31
29;2024;"0-12";NA;NA;NA;NA;NA;151;161;"MG";0,5;1;31
30;2024;"0-12";NA;NA;NA;NA;NA;138;110;"MG";0,5;1;31
31;2024;"0-12";NA;NA;NA;NA;NA;127;144;"MG";0,5;1;31
32;2024;"0-12";NA;NA;NA;NA;NA;147;128;"MG";0,5;1;31
33;2024;"0-12";NA;NA;NA;NA;NA;165;169;"MG";0,5;1;31
34;2024;"0-12";NA;NA;NA;NA;NA;183;197;"MG";0,5;1;31
35;2024;"0-12";NA;NA;NA;NA;NA;193;183;"MG";0,5;1;31
36;2024;"0-12";NA;NA;NA;NA;NA;179;200;"MG";0,5;1;31
37;2024;"0-12";NA;NA;NA;NA;NA;173;154;"MG";0,5;1;31
38;2024;"0-12";NA;NA;NA;NA;NA;151;164;"MG";0,5;1;31
39;2024;"0-12";NA;NA;NA;NA;NA;151;134;"MG";0,5;1;31
40;2024;"0-12";NA;NA;NA;NA;NA;141;154;"MG";0,5;1;31
41;2024;"0-12";NA;NA;NA;NA;NA;136;136;"MG";0,5;1;31
42;2024;"0-12";NA;NA;NA;NA;NA;123;118;"MG";0,5;1;31
43;2024;"0-12";NA;NA;NA;NA;NA;123;115;"MG";0,5;1;31
44;2024;"0-12";NA;NA;NA;NA;NA;123;136;"MG";0,5;1;31
45;2024;"0-12";NA;NA;NA;NA;NA;130;118;"MG";0,5;1;31
46;2024;"0-12";NA;NA;NA;NA;NA;136;137;"MG";0,5;1;31
47;2024;"0-12";NA;NA;NA;NA;NA;148;154;"MG";0,5;1;31
48;2024;"0-12";NA;NA;NA;NA;NA;161;152;"MG";0,5;1;31
49;2024;"0-12";NA;NA;NA;NA;NA;158;176;"MG";0,5;1;31
50;2024;"0-12";NA;NA;NA;NA;NA;150;147;"MG";0,5;1;31
51;2024;"0-12";NA;NA;NA;NA;NA;126;126;"MG";0,5;1;31
52;2024;"0-12";NA;NA;NA;NA;NA;110;105;"MG";0,5;1;31
1;2025;"0-12";NA;NA;NA;NA;NA;98;100;"MG";0,5;1;31
2;2025;"0-12";NA;NA;NA;NA;NA;92;89;"MG";0,5;1;31
3;2025;"0-12";NA;NA;NA;NA;NA;96;86;"MG";0,5;1;31
4;2025;"0-12";NA;NA;NA;NA;NA;105;114;"MG";0,5;1;31
5;2025;"0-12";NA;NA;NA;NA;NA;116;116;"MG";0,5;1;31
6;2025;"0-12";NA;NA;NA;NA;NA;141;118;"MG";0,5;1;31
7;2025;"0-12";NA;NA;NA;NA;NA;176;188;"MG";0,5;1;31
8;2025;"0-12";NA;NA;NA;NA;NA;211;222;"MG";0,5;1;31
9;2025;"0-12";NA;NA;NA;NA;NA;217;224;"MG";0,5;1;31
10;2025;"0-12";NA;NA;NA;NA;NA;220;205;"MG";0,5;1;31
11;2025;"0-12";NA;NA;NA;NA;NA;248;230;"MG";0,5;1;31
12;2025;"0-12";NA;NA;NA;NA;NA;290;308;"MG";0,5;1;31
13;2025;"0-12";NA;NA;NA;NA;NA;357;333;"MG";0,5;1;31
14;2025;"0-12";NA;NA;NA;NA;NA;421;431;"MG";0,5;1;31
15;2025;"0-12";NA;NA;NA;NA;NA;505;499;"MG";0,5;1;31
16;2025;"0-12";NA;NA;NA;NA;NA;570;585;"MG";0,5;1;31
17;2025;"0-12";NA;NA;NA;NA;NA;670;625;"MG";0,5;1;31
18;2025;"0-12";NA;NA;NA;NA;NA;784;801;"MG";0,5;1;31
19;2025;"0-12";NA;NA;NA;NA;NA;895;927;"MG";0,5;1;31
20;2025;"0-12";NA;NA;NA;NA;NA;957;958;"MG";0,5;1;31
21;2025;"0-12";NA;NA;NA;NA;NA;917;985;"MG";0,5;1;31
22;2025;"0-12";NA;NA;NA;NA;NA;858;807;"MG";0,5;1;31
23;2025;"0-12";NA;NA;NA;NA;NA;745;783;"MG";0,5;1;31
24;2025;"0-12";NA;NA;NA;NA;NA;681;644;"MG";0,5;1;31
25;2025;"0-12";NA;NA;NA;NA;NA;582;617;"MG";0,5;1;31
26;2025;"0-12";NA;NA;NA;NA;NA;521;485;"MG";0,5;1;31
27;2025;"0-12";NA;NA;NA;NA;NA;462;462;"MG";0,5;1;31
28;2025;"0-12";NA;NA;NA;NA;NA;425;440;"MG";0,5;1;31
29;2025;"0-12";NA;NA;NA;NA;NA;367;373;"MG";0,5;1;31
30;2025;"0-12";NA;NA;NA;NA;NA;289;287;"MG";0,5;1;31
31;2025;"0-12";NA;NA;NA;NA;NA;220;206;"MG";0,5;1;31
32;2025;"0-12";NA;NA;NA;NA;NA;190;166;"MG";0,5;1;31
33;2025;"0-12";NA;NA;NA;NA;NA;197;198;"MG";0,5;1;31
34;2025;"0-12";NA;NA;NA;NA;NA;206;228;"MG";0,5;1;31
35;2025;"0-12";NA;NA;NA;NA;NA;206;192;"MG";0,5;1;31
36;2025;"0-12";NA;NA;NA;NA;NA;200;197;"MG";0,5;1;31
37;2025;"0-12";NA;NA;NA;NA;NA;200;212;"MG";0,5;1;31
38;2025;"0-12";NA;NA;NA;NA;NA;190;190;"MG";0,5;1;31
39;2025;"0-12";NA;NA;NA;NA;NA;189;167;"MG";0,5;1;31
40;2025;"0-12";NA;NA;NA;NA;NA;197;211;"MG";0,5;1;31
41;2025;"0-12";NA;NA;NA;NA;NA;201;214;"MG";0,5;1;31
42;2025;"0-12";NA;NA;NA;NA;NA;195;177;"MG";0,5;1;31
43;2025;"0-12";NA;NA;NA;NA;NA;193;193;"MG";0,5;1;31
44;2025;"0-12";NA;NA;NA;NA;NA;209;210;"MG";0,5;1;31
45;2025;"0-12";NA;NA;NA;NA;NA;209;225;"MG";0,5;1;31
46;2025;"0-12";NA;NA;NA;NA;NA;213;192;"MG";0,5;1;31
47;2025;"0-12";NA;NA;NA;NA;NA;209;223;"MG";0,5;1;31
48;2025;"0-12";NA;NA;NA;NA;NA;224;211;"MG";0,5;1;31
49;2025;"0-12";NA;NA;NA;NA;NA;223;237;"MG";0,5;1;31
50;2025;"0-12";NA;NA;NA;NA;NA;227;222;"MG";0,5;1;31
51;2025;"0-12";NA;NA;NA;NA;NA;201;223;"MG";0,5;1;31
52;2025;"0-12";NA;NA;NA;NA;NA;172;158;"MG";0,5;1;31
53;2025;"0-12";NA;NA;NA;NA;NA;130;134;"MG";0,5;1;31
1;2026;"0-12";99;101;99;100;99;110;99;"MG";0,5;1;31
2;2026;"0-12";98;100;98;99;98;90;98;"MG";0,5;1;31
3;2026;"0-12";72;74;71;72;71;82;71;"MG";0,5;1;31
4;2026;"0-12";76;79;75;77;75;85;75;"MG";0,5;1;31
5;2026;"0-12";106;110;104;107;105;119;104;"MG";0,5;1;31
6;2026;"0-12";175;180;172;177;173;177;171;"MG";0,5;1;31
7;2026;"0-12";251;257;246;253;249;217;244;"MG";0,5;1;31
8;2026;"0-12";225;234;218;228;223;268;213;"MG";0,5;1;31
9;2026;"0-12";328;341;318;332;324;300;307;"MG";0,5;1;31
10;2026;"0-12";348;367;333;355;342;340;312;"MG";0,5;1;31
11;2026;"0-12";345;374;323;355;336;360;284;"MG";0,5;1;31
12;2026;"0-12";387;428,025;353;400;374;393;285;"MG";0,5;1;31
13;2026;"0-12";446;513,025;390;468;426;448;285;"MG";0,5;1;31
14;2026;"0-12";510;642;420;550;474,75;496;244;"MG";0,5;1;31
15;2026;"0-12";531;841,05;337,925;628,25;457,75;NA;55;"MG";0,5;1;31
1;2022;"0-12";NA;NA;NA;NA;NA;NA;70;"MS";0,5;0,5;50
2;2022;"0-12";NA;NA;NA;NA;NA;67;66;"MS";0,5;0,5;50
3;2022;"0-12";NA;NA;NA;NA;NA;61;65;"MS";0,5;0,5;50
4;2022;"0-12";NA;NA;NA;NA;NA;51;53;"MS";0,5;0,5;50
5;2022;"0-12";NA;NA;NA;NA;NA;40;35;"MS";0,5;0,5;50
6;2022;"0-12";NA;NA;NA;NA;NA;32;32;"MS";0,5;0,5;50
7;2022;"0-12";NA;NA;NA;NA;NA;27;29;"MS";0,5;0,5;50
8;2022;"0-12";NA;NA;NA;NA;NA;33;21;"MS";0,5;0,5;50
9;2022;"0-12";NA;NA;NA;NA;NA;44;48;"MS";0,5;0,5;50
10;2022;"0-12";NA;NA;NA;NA;NA;64;62;"MS";0,5;0,5;50
11;2022;"0-12";NA;NA;NA;NA;NA;66;82;"MS";0,5;0,5;50
12;2022;"0-12";NA;NA;NA;NA;NA;68;54;"MS";0,5;0,5;50
13;2022;"0-12";NA;NA;NA;NA;NA;66;69;"MS";0,5;0,5;50
14;2022;"0-12";NA;NA;NA;NA;NA;72;74;"MS";0,5;0,5;50
15;2022;"0-12";NA;NA;NA;NA;NA;83;74;"MS";0,5;0,5;50
16;2022;"0-12";NA;NA;NA;NA;NA;78;101;"MS";0,5;0,5;50
17;2022;"0-12";NA;NA;NA;NA;NA;76;59;"MS";0,5;0,5;50
18;2022;"0-12";NA;NA;NA;NA;NA;68;67;"MS";0,5;0,5;50
19;2022;"0-12";NA;NA;NA;NA;NA;71;78;"MS";0,5;0,5;50
20;2022;"0-12";NA;NA;NA;NA;NA;75;69;"MS";0,5;0,5;50
21;2022;"0-12";NA;NA;NA;NA;NA;69;78;"MS";0,5;0,5;50
22;2022;"0-12";NA;NA;NA;NA;NA;67;61;"MS";0,5;0,5;50
23;2022;"0-12";NA;NA;NA;NA;NA;61;63;"MS";0,5;0,5;50
24;2022;"0-12";NA;NA;NA;NA;NA;63;59;"MS";0,5;0,5;50
25;2022;"0-12";NA;NA;NA;NA;NA;74;66;"MS";0,5;0,5;50
26;2022;"0-12";NA;NA;NA;NA;NA;76;96;"MS";0,5;0,5;50
27;2022;"0-12";NA;NA;NA;NA;NA;70;65;"MS";0,5;0,5;50
28;2022;"0-12";NA;NA;NA;NA;NA;55;50;"MS";0,5;0,5;50
29;2022;"0-12";NA;NA;NA;NA;NA;45;50;"MS";0,5;0,5;50
30;2022;"0-12";NA;NA;NA;NA;NA;46;34;"MS";0,5;0,5;50
31;2022;"0-12";NA;NA;NA;NA;NA;45;53;"MS";0,5;0,5;50
32;2022;"0-12";NA;NA;NA;NA;NA;46;47;"MS";0,5;0,5;50
33;2022;"0-12";NA;NA;NA;NA;NA;43;39;"MS";0,5;0,5;50
34;2022;"0-12";NA;NA;NA;NA;NA;44;43;"MS";0,5;0,5;50
35;2022;"0-12";NA;NA;NA;NA;NA;45;50;"MS";0,5;0,5;50
36;2022;"0-12";NA;NA;NA;NA;NA;39;41;"MS";0,5;0,5;50
37;2022;"0-12";NA;NA;NA;NA;NA;33;25;"MS";0,5;0,5;50
38;2022;"0-12";NA;NA;NA;NA;NA;31;33;"MS";0,5;0,5;50
39;2022;"0-12";NA;NA;NA;NA;NA;35;34;"MS";0,5;0,5;50
40;2022;"0-12";NA;NA;NA;NA;NA;39;39;"MS";0,5;0,5;50
41;2022;"0-12";NA;NA;NA;NA;NA;37;43;"MS";0,5;0,5;50
42;2022;"0-12";NA;NA;NA;NA;NA;32;29;"MS";0,5;0,5;50
43;2022;"0-12";NA;NA;NA;NA;NA;30;24;"MS";0,5;0,5;50
44;2022;"0-12";NA;NA;NA;NA;NA;31;36;"MS";0,5;0,5;50
45;2022;"0-12";NA;NA;NA;NA;NA;34;33;"MS";0,5;0,5;50
46;2022;"0-12";NA;NA;NA;NA;NA;31;32;"MS";0,5;0,5;50
47;2022;"0-12";NA;NA;NA;NA;NA;31;29;"MS";0,5;0,5;50
48;2022;"0-12";NA;NA;NA;NA;NA;32;32;"MS";0,5;0,5;50
49;2022;"0-12";NA;NA;NA;NA;NA;28;34;"MS";0,5;0,5;50
50;2022;"0-12";NA;NA;NA;NA;NA;25;18;"MS";0,5;0,5;50
51;2022;"0-12";NA;NA;NA;NA;NA;20;22;"MS";0,5;0,5;50
52;2022;"0-12";NA;NA;NA;NA;NA;22;19;"MS";0,5;0,5;50
1;2023;"0-12";NA;NA;NA;NA;NA;20;25;"MS";0,5;0,5;50
2;2023;"0-12";NA;NA;NA;NA;NA;17;15;"MS";0,5;0,5;50
3;2023;"0-12";NA;NA;NA;NA;NA;14;10;"MS";0,5;0,5;50
4;2023;"0-12";NA;NA;NA;NA;NA;14;18;"MS";0,5;0,5;50
5;2023;"0-12";NA;NA;NA;NA;NA;20;14;"MS";0,5;0,5;50
6;2023;"0-12";NA;NA;NA;NA;NA;34;27;"MS";0,5;0,5;50
7;2023;"0-12";NA;NA;NA;NA;NA;47;61;"MS";0,5;0,5;50
8;2023;"0-12";NA;NA;NA;NA;NA;64;53;"MS";0,5;0,5;50
9;2023;"0-12";NA;NA;NA;NA;NA;70;79;"MS";0,5;0,5;50
10;2023;"0-12";NA;NA;NA;NA;NA;88;78;"MS";0,5;0,5;50
11;2023;"0-12";NA;NA;NA;NA;NA;102;108;"MS";0,5;0,5;50
12;2023;"0-12";NA;NA;NA;NA;NA;125;121;"MS";0,5;0,5;50
13;2023;"0-12";NA;NA;NA;NA;NA;145;147;"MS";0,5;0,5;50
14;2023;"0-12";NA;NA;NA;NA;NA;153;167;"MS";0,5;0,5;50
15;2023;"0-12";NA;NA;NA;NA;NA;153;146;"MS";0,5;0,5;50
16;2023;"0-12";NA;NA;NA;NA;NA;142;145;"MS";0,5;0,5;50
17;2023;"0-12";NA;NA;NA;NA;NA;132;136;"MS";0,5;0,5;50
18;2023;"0-12";NA;NA;NA;NA;NA;118;114;"MS";0,5;0,5;50
19;2023;"0-12";NA;NA;NA;NA;NA;110;103;"MS";0,5;0,5;50
20;2023;"0-12";NA;NA;NA;NA;NA;110;113;"MS";0,5;0,5;50
21;2023;"0-12";NA;NA;NA;NA;NA;101;114;"MS";0,5;0,5;50
22;2023;"0-12";NA;NA;NA;NA;NA;86;77;"MS";0,5;0,5;50
23;2023;"0-12";NA;NA;NA;NA;NA;65;66;"MS";0,5;0,5;50
24;2023;"0-12";NA;NA;NA;NA;NA;59;51;"MS";0,5;0,5;50
25;2023;"0-12";NA;NA;NA;NA;NA;67;60;"MS";0,5;0,5;50
26;2023;"0-12";NA;NA;NA;NA;NA;75;91;"MS";0,5;0,5;50
27;2023;"0-12";NA;NA;NA;NA;NA;78;74;"MS";0,5;0,5;50
28;2023;"0-12";NA;NA;NA;NA;NA;64;69;"MS";0,5;0,5;50
29;2023;"0-12";NA;NA;NA;NA;NA;60;50;"MS";0,5;0,5;50
30;2023;"0-12";NA;NA;NA;NA;NA;54;62;"MS";0,5;0,5;50
31;2023;"0-12";NA;NA;NA;NA;NA;55;49;"MS";0,5;0,5;50
32;2023;"0-12";NA;NA;NA;NA;NA;52;54;"MS";0,5;0,5;50
33;2023;"0-12";NA;NA;NA;NA;NA;53;53;"MS";0,5;0,5;50
34;2023;"0-12";NA;NA;NA;NA;NA;47;51;"MS";0,5;0,5;50
35;2023;"0-12";NA;NA;NA;NA;NA;46;37;"MS";0,5;0,5;50
36;2023;"0-12";NA;NA;NA;NA;NA;49;49;"MS";0,5;0,5;50
37;2023;"0-12";NA;NA;NA;NA;NA;55;62;"MS";0,5;0,5;50
38;2023;"0-12";NA;NA;NA;NA;NA;59;55;"MS";0,5;0,5;50
39;2023;"0-12";NA;NA;NA;NA;NA;55;60;"MS";0,5;0,5;50
40;2023;"0-12";NA;NA;NA;NA;NA;50;51;"MS";0,5;0,5;50
41;2023;"0-12";NA;NA;NA;NA;NA;46;40;"MS";0,5;0,5;50
42;2023;"0-12";NA;NA;NA;NA;NA;42;46;"MS";0,5;0,5;50
43;2023;"0-12";NA;NA;NA;NA;NA;42;39;"MS";0,5;0,5;50
44;2023;"0-12";NA;NA;NA;NA;NA;37;40;"MS";0,5;0,5;50
45;2023;"0-12";NA;NA;NA;NA;NA;39;31;"MS";0,5;0,5;50
46;2023;"0-12";NA;NA;NA;NA;NA;36;45;"MS";0,5;0,5;50
47;2023;"0-12";NA;NA;NA;NA;NA;34;33;"MS";0,5;0,5;50
48;2023;"0-12";NA;NA;NA;NA;NA;28;23;"MS";0,5;0,5;50
49;2023;"0-12";NA;NA;NA;NA;NA;26;29;"MS";0,5;0,5;50
50;2023;"0-12";NA;NA;NA;NA;NA;24;25;"MS";0,5;0,5;50
51;2023;"0-12";NA;NA;NA;NA;NA;19;17;"MS";0,5;0,5;50
52;2023;"0-12";NA;NA;NA;NA;NA;15;16;"MS";0,5;0,5;50
1;2024;"0-12";NA;NA;NA;NA;NA;12;11;"MS";0,5;0,5;50
2;2024;"0-12";NA;NA;NA;NA;NA;10;10;"MS";0,5;0,5;50
3;2024;"0-12";NA;NA;NA;NA;NA;13;10;"MS";0,5;0,5;50
4;2024;"0-12";NA;NA;NA;NA;NA;15;19;"MS";0,5;0,5;50
5;2024;"0-12";NA;NA;NA;NA;NA;17;17;"MS";0,5;0,5;50
6;2024;"0-12";NA;NA;NA;NA;NA;15;14;"MS";0,5;0,5;50
7;2024;"0-12";NA;NA;NA;NA;NA;15;15;"MS";0,5;0,5;50
8;2024;"0-12";NA;NA;NA;NA;NA;29;17;"MS";0,5;0,5;50
9;2024;"0-12";NA;NA;NA;NA;NA;41;54;"MS";0,5;0,5;50
10;2024;"0-12";NA;NA;NA;NA;NA;55;52;"MS";0,5;0,5;50
11;2024;"0-12";NA;NA;NA;NA;NA;52;58;"MS";0,5;0,5;50
12;2024;"0-12";NA;NA;NA;NA;NA;56;47;"MS";0,5;0,5;50
13;2024;"0-12";NA;NA;NA;NA;NA;63;63;"MS";0,5;0,5;50
14;2024;"0-12";NA;NA;NA;NA;NA;80;78;"MS";0,5;0,5;50
15;2024;"0-12";NA;NA;NA;NA;NA;94;99;"MS";0,5;0,5;50
16;2024;"0-12";NA;NA;NA;NA;NA;114;106;"MS";0,5;0,5;50
17;2024;"0-12";NA;NA;NA;NA;NA;123;136;"MS";0,5;0,5;50
18;2024;"0-12";NA;NA;NA;NA;NA;125;128;"MS";0,5;0,5;50
19;2024;"0-12";NA;NA;NA;NA;NA;115;112;"MS";0,5;0,5;50
20;2024;"0-12";NA;NA;NA;NA;NA;114;106;"MS";0,5;0,5;50
21;2024;"0-12";NA;NA;NA;NA;NA;119;125;"MS";0,5;0,5;50
22;2024;"0-12";NA;NA;NA;NA;NA;129;127;"MS";0,5;0,5;50
23;2024;"0-12";NA;NA;NA;NA;NA;122;135;"MS";0,5;0,5;50
24;2024;"0-12";NA;NA;NA;NA;NA;113;104;"MS";0,5;0,5;50
25;2024;"0-12";NA;NA;NA;NA;NA;95;101;"MS";0,5;0,5;50
26;2024;"0-12";NA;NA;NA;NA;NA;87;80;"MS";0,5;0,5;50
27;2024;"0-12";NA;NA;NA;NA;NA;74;81;"MS";0,5;0,5;50
28;2024;"0-12";NA;NA;NA;NA;NA;74;60;"MS";0,5;0,5;50
29;2024;"0-12";NA;NA;NA;NA;NA;68;82;"MS";0,5;0,5;50
30;2024;"0-12";NA;NA;NA;NA;NA;62;62;"MS";0,5;0,5;50
31;2024;"0-12";NA;NA;NA;NA;NA;43;43;"MS";0,5;0,5;50
32;2024;"0-12";NA;NA;NA;NA;NA;39;25;"MS";0,5;0,5;50
33;2024;"0-12";NA;NA;NA;NA;NA;46;50;"MS";0,5;0,5;50
34;2024;"0-12";NA;NA;NA;NA;NA;57;62;"MS";0,5;0,5;50
35;2024;"0-12";NA;NA;NA;NA;NA;64;58;"MS";0,5;0,5;50
36;2024;"0-12";NA;NA;NA;NA;NA;63;71;"MS";0,5;0,5;50
37;2024;"0-12";NA;NA;NA;NA;NA;64;60;"MS";0,5;0,5;50
38;2024;"0-12";NA;NA;NA;NA;NA;61;61;"MS";0,5;0,5;50
39;2024;"0-12";NA;NA;NA;NA;NA;62;61;"MS";0,5;0,5;50
40;2024;"0-12";NA;NA;NA;NA;NA;60;65;"MS";0,5;0,5;50
41;2024;"0-12";NA;NA;NA;NA;NA;54;53;"MS";0,5;0,5;50
42;2024;"0-12";NA;NA;NA;NA;NA;43;43;"MS";0,5;0,5;50
43;2024;"0-12";NA;NA;NA;NA;NA;37;32;"MS";0,5;0,5;50
44;2024;"0-12";NA;NA;NA;NA;NA;35;37;"MS";0,5;0,5;50
45;2024;"0-12";NA;NA;NA;NA;NA;40;35;"MS";0,5;0,5;50
46;2024;"0-12";NA;NA;NA;NA;NA;42;49;"MS";0,5;0,5;50
47;2024;"0-12";NA;NA;NA;NA;NA;40;41;"MS";0,5;0,5;50
48;2024;"0-12";NA;NA;NA;NA;NA;38;30;"MS";0,5;0,5;50
49;2024;"0-12";NA;NA;NA;NA;NA;35;43;"MS";0,5;0,5;50
50;2024;"0-12";NA;NA;NA;NA;NA;36;32;"MS";0,5;0,5;50
51;2024;"0-12";NA;NA;NA;NA;NA;27;34;"MS";0,5;0,5;50
52;2024;"0-12";NA;NA;NA;NA;NA;25;14;"MS";0,5;0,5;50
1;2025;"0-12";NA;NA;NA;NA;NA;22;26;"MS";0,5;0,5;50
2;2025;"0-12";NA;NA;NA;NA;NA;30;27;"MS";0,5;0,5;50
3;2025;"0-12";NA;NA;NA;NA;NA;28;37;"MS";0,5;0,5;50
4;2025;"0-12";NA;NA;NA;NA;NA;28;19;"MS";0,5;0,5;50
5;2025;"0-12";NA;NA;NA;NA;NA;26;29;"MS";0,5;0,5;50
6;2025;"0-12";NA;NA;NA;NA;NA;33;31;"MS";0,5;0,5;50
7;2025;"0-12";NA;NA;NA;NA;NA;42;38;"MS";0,5;0,5;50
8;2025;"0-12";NA;NA;NA;NA;NA;58;58;"MS";0,5;0,5;50
9;2025;"0-12";NA;NA;NA;NA;NA;73;79;"MS";0,5;0,5;50
10;2025;"0-12";NA;NA;NA;NA;NA;87;83;"MS";0,5;0,5;50
11;2025;"0-12";NA;NA;NA;NA;NA;95;99;"MS";0,5;0,5;50
12;2025;"0-12";NA;NA;NA;NA;NA;108;102;"MS";0,5;0,5;50
13;2025;"0-12";NA;NA;NA;NA;NA;126;122;"MS";0,5;0,5;50
14;2025;"0-12";NA;NA;NA;NA;NA;152;154;"MS";0,5;0,5;50
15;2025;"0-12";NA;NA;NA;NA;NA;167;180;"MS";0,5;0,5;50
16;2025;"0-12";NA;NA;NA;NA;NA;182;167;"MS";0,5;0,5;50
17;2025;"0-12";NA;NA;NA;NA;NA;194;200;"MS";0,5;0,5;50
18;2025;"0-12";NA;NA;NA;NA;NA;217;214;"MS";0,5;0,5;50
19;2025;"0-12";NA;NA;NA;NA;NA;224;238;"MS";0,5;0,5;50
20;2025;"0-12";NA;NA;NA;NA;NA;237;220;"MS";0,5;0,5;50
21;2025;"0-12";NA;NA;NA;NA;NA;222;254;"MS";0,5;0,5;50
22;2025;"0-12";NA;NA;NA;NA;NA;215;192;"MS";0,5;0,5;50
23;2025;"0-12";NA;NA;NA;NA;NA;191;199;"MS";0,5;0,5;50
24;2025;"0-12";NA;NA;NA;NA;NA;190;182;"MS";0,5;0,5;50
25;2025;"0-12";NA;NA;NA;NA;NA;169;189;"MS";0,5;0,5;50
26;2025;"0-12";NA;NA;NA;NA;NA;158;136;"MS";0,5;0,5;50
27;2025;"0-12";NA;NA;NA;NA;NA;150;150;"MS";0,5;0,5;50
28;2025;"0-12";NA;NA;NA;NA;NA;142;163;"MS";0,5;0,5;50
29;2025;"0-12";NA;NA;NA;NA;NA;128;114;"MS";0,5;0,5;50
30;2025;"0-12";NA;NA;NA;NA;NA;91;107;"MS";0,5;0,5;50
31;2025;"0-12";NA;NA;NA;NA;NA;73;51;"MS";0,5;0,5;50
32;2025;"0-12";NA;NA;NA;NA;NA;67;60;"MS";0,5;0,5;50
33;2025;"0-12";NA;NA;NA;NA;NA;71;89;"MS";0,5;0,5;50
34;2025;"0-12";NA;NA;NA;NA;NA;73;64;"MS";0,5;0,5;50
35;2025;"0-12";NA;NA;NA;NA;NA;68;67;"MS";0,5;0,5;50
36;2025;"0-12";NA;NA;NA;NA;NA;71;73;"MS";0,5;0,5;50
37;2025;"0-12";NA;NA;NA;NA;NA;69;72;"MS";0,5;0,5;50
38;2025;"0-12";NA;NA;NA;NA;NA;65;62;"MS";0,5;0,5;50
39;2025;"0-12";NA;NA;NA;NA;NA;66;61;"MS";0,5;0,5;50
40;2025;"0-12";NA;NA;NA;NA;NA;69;74;"MS";0,5;0,5;50
41;2025;"0-12";NA;NA;NA;NA;NA;72;71;"MS";0,5;0,5;50
42;2025;"0-12";NA;NA;NA;NA;NA;73;71;"MS";0,5;0,5;50
43;2025;"0-12";NA;NA;NA;NA;NA;77;78;"MS";0,5;0,5;50
44;2025;"0-12";NA;NA;NA;NA;NA;77;81;"MS";0,5;0,5;50
